district,year,month,month_name,total_radiation_MJ_m2,radiation_above_15MJ_m2,percentage_above_15MJ,days_in_month
Kandy,2010,10,October,534.86,418.89,78.32,31
Kandy,2010,11,November,435.61,233.6,53.63,30
Kandy,2010,12,December,362.39,215.07,59.35,31
Kandy,2011,1,January,378.32,173.95,45.98,31
Kandy,2011,2,February,432.97,353.62,81.67,28
Kandy,2011,3,March,655.69,641.19,97.79,31
Kandy,2011,4,April,586.78,511.98,87.25,30
Kandy,2011,5,May,617.48,617.48,100.0,31
Kandy,2011,6,June,585.34,585.34,100.0,30
Kandy,2011,7,July,566.2,551.99,97.49,31
Kandy,2011,8,August,567.9,526.52,92.71,31
Kandy,2011,9,September,578.16,537.75,93.01,30
Kandy,2011,10,October,536.96,457.45,85.19,31
Kandy,2011,11,November,472.75,315.26,66.69,30
Kandy,2011,12,December,452.05,312.46,69.12,31
Kandy,2012,1,January,582.82,524.79,90.04,31
Kandy,2012,2,February,539.82,446.67,82.74,29
Kandy,2012,3,March,717.45,717.45,100.0,31
Kandy,2012,4,April,581.19,560.47,96.43,30
Kandy,2012,5,May,648.45,634.02,97.77,31
Kandy,2012,6,June,548.49,519.5,94.71,30
Kandy,2012,7,July,595.84,569.25,95.54,31
Kandy,2012,8,August,582.48,554.76,95.24,31
Kandy,2012,9,September,573.04,560.85,97.87,30
Kandy,2012,10,October,503.94,390.33,77.46,31
Kandy,2012,11,November,456.46,339.23,74.32,30
Kandy,2012,12,December,423.28,226.04,53.4,31
Kandy,2013,1,January,489.69,349.47,71.37,31
Kandy,2013,2,February,522.81,453.55,86.75,28
Kandy,2013,3,March,626.39,607.86,97.04,31
Kandy,2013,4,April,639.29,639.29,100.0,30
Kandy,2013,5,May,553.13,459.64,83.1,31
Kandy,2013,6,June,467.31,342.64,73.32,30
Kandy,2013,7,July,554.06,499.02,90.07,31
Kandy,2013,8,August,612.31,587.36,95.93,31
Kandy,2013,9,September,532.09,394.25,74.09,30
Kandy,2013,10,October,560.38,526.28,93.91,31
Kandy,2013,11,November,518.43,457.81,88.31,30
Kandy,2013,12,December,411.54,207.42,50.4,31
Kandy,2014,1,January,489.18,348.74,71.29,31
Kandy,2014,2,February,605.68,605.68,100.0,28
Kandy,2014,3,March,692.65,678.39,97.94,31
Kandy,2014,4,April,633.1,618.78,97.74,30
Kandy,2014,5,May,567.0,535.7,94.48,31
Kandy,2014,6,June,566.97,525.45,92.68,30
Kandy,2014,7,July,589.91,563.1,95.46,31
Kandy,2014,8,August,556.52,506.85,91.07,31
Kandy,2014,9,September,564.74,550.69,97.51,30
Kandy,2014,10,October,499.14,408.31,81.8,31
Kandy,2014,11,November,415.52,230.68,55.52,30
Kandy,2014,12,December,358.94,194.93,54.31,31
Kandy,2015,1,January,579.92,539.25,92.99,31
Kandy,2015,2,February,531.03,491.52,92.56,28
Kandy,2015,3,March,709.95,699.68,98.55,31
Kandy,2015,4,April,612.07,599.86,98.01,30
Kandy,2015,5,May,577.44,523.7,90.69,31
Kandy,2015,6,June,546.5,464.97,85.08,30
Kandy,2015,7,July,586.06,534.71,91.24,31
Kandy,2015,8,August,608.66,579.0,95.13,31
Kandy,2015,9,September,514.28,441.16,85.78,30
Kandy,2015,10,October,488.52,406.64,83.24,31
Kandy,2015,11,November,427.07,299.23,70.07,30
Kandy,2015,12,December,452.21,266.51,58.94,31
Kandy,2016,1,January,573.71,518.06,90.3,31
Kandy,2016,2,February,584.67,559.29,95.66,29
Kandy,2016,3,March,716.95,716.95,100.0,31
Kandy,2016,4,April,672.04,672.04,100.0,30
Kandy,2016,5,May,489.51,391.95,80.07,31
Kandy,2016,6,June,546.77,505.37,92.43,30
Kandy,2016,7,July,578.15,494.18,85.48,31
Kandy,2016,8,August,618.3,606.18,98.04,31
Kandy,2016,9,September,605.32,591.68,97.75,30
Kandy,2016,10,October,611.22,596.26,97.55,31
Kandy,2016,11,November,453.68,303.37,66.87,30
Kandy,2016,12,December,554.49,519.9,93.76,31
Kandy,2017,1,January,595.78,515.97,86.6,31
Kandy,2017,2,February,608.86,571.57,93.88,28
Kandy,2017,3,March,659.04,633.94,96.19,31
Kandy,2017,4,April,692.59,692.59,100.0,30
Kandy,2017,5,May,562.63,492.5,87.54,31
Kandy,2017,6,June,520.37,429.01,82.44,30
Kandy,2017,7,July,547.66,508.1,92.78,31
Kandy,2017,8,August,505.02,373.59,73.98,31
Kandy,2017,9,September,504.77,420.93,83.39,30
Kandy,2017,10,October,490.75,372.12,75.83,31
Kandy,2017,11,November,415.07,208.28,50.18,30
Kandy,2017,12,December,522.31,437.23,83.71,31
Kandy,2018,1,January,609.86,585.96,96.08,31
Kandy,2018,2,February,582.89,556.01,95.39,28
Kandy,2018,3,March,638.84,595.37,93.2,31
Kandy,2018,4,April,617.58,603.77,97.76,30
Kandy,2018,5,May,511.09,392.22,76.74,31
Kandy,2018,6,June,530.23,458.5,86.47,30
Kandy,2018,7,July,530.07,417.61,78.78,31
Kandy,2018,8,August,528.38,435.91,82.5,31
Kandy,2018,9,September,609.77,595.28,97.62,30
Kandy,2018,10,October,475.33,292.38,61.51,31
Kandy,2018,11,November,478.51,363.17,75.9,30
Kandy,2018,12,December,526.94,425.1,80.67,31
Kandy,2019,1,January,611.29,557.63,91.22,31
Kandy,2019,2,February,554.64,554.64,100.0,28
Kandy,2019,3,March,756.49,756.49,100.0,31
Kandy,2019,4,April,605.37,542.55,89.62,30
Kandy,2019,5,May,655.48,655.48,100.0,31
Kandy,2019,6,June,540.24,490.57,90.81,30
Kandy,2019,7,July,596.65,561.36,94.09,31
Kandy,2019,8,August,478.56,320.26,66.92,31
Kandy,2019,9,September,549.7,502.56,91.42,30
Kandy,2019,10,October,452.56,308.3,68.12,31
Kandy,2019,11,November,538.25,475.48,88.34,30
Kandy,2019,12,December,491.15,305.3,62.16,31
Kandy,2020,1,January,665.41,665.41,100.0,31
Kandy,2020,2,February,668.97,668.97,100.0,29
Kandy,2020,3,March,757.23,757.23,100.0,31
Kandy,2020,4,April,663.97,663.97,100.0,30
Kandy,2020,5,May,534.43,452.99,84.76,31
Kandy,2020,6,June,550.02,470.37,85.52,30
Kandy,2020,7,July,511.56,415.37,81.2,31
Kandy,2020,8,August,590.27,501.31,84.93,31
Kandy,2020,9,September,436.74,204.1,46.73,30
Kandy,2020,10,October,595.36,595.36,100.0,31
Kandy,2020,11,November,496.32,407.74,82.15,30
Kandy,2020,12,December,485.65,352.85,72.66,31
Kandy,2021,1,January,486.5,335.74,69.01,31
Kandy,2021,2,February,617.9,617.9,100.0,28
Kandy,2021,3,March,638.28,551.25,86.36,31
Kandy,2021,4,April,641.91,630.11,98.16,30
Kandy,2021,5,May,520.02,396.5,76.25,31
Kandy,2021,6,June,549.96,505.21,91.86,30
Kandy,2021,7,July,540.26,484.46,89.67,31
Kandy,2021,8,August,533.47,446.46,83.69,31
Kandy,2021,9,September,549.11,487.97,88.87,30
Kandy,2021,10,October,539.98,455.22,84.3,31
Kandy,2021,11,November,403.65,181.6,44.99,30
Kandy,2021,12,December,586.73,554.58,94.52,31
Kandy,2022,1,January,617.13,580.37,94.04,31
Kandy,2022,2,February,606.51,587.0,96.78,28
Kandy,2022,3,March,670.17,670.17,100.0,31
Kandy,2022,4,April,589.84,576.89,97.8,30
Kandy,2022,5,May,593.15,542.33,91.43,31
Kandy,2022,6,June,562.27,534.95,95.14,30
Kandy,2022,7,July,532.81,418.51,78.55,31
Kandy,2022,8,August,548.96,442.24,80.56,31
Kandy,2022,9,September,613.35,577.76,94.2,30
Kandy,2022,10,October,494.33,364.87,73.81,31
Kandy,2022,11,November,501.52,359.43,71.67,30
Kandy,2022,12,December,475.59,365.69,76.89,31
Kandy,2023,1,January,584.13,563.95,96.55,31
Kandy,2023,2,February,576.45,540.86,93.83,28
Kandy,2023,3,March,672.9,644.95,95.85,31
Kandy,2023,4,April,668.48,653.67,97.78,30
Kandy,2023,5,May,606.62,532.68,87.81,31
Kandy,2023,6,June,587.23,575.73,98.04,30
Kandy,2023,7,July,561.56,495.86,88.3,31
Kandy,2023,8,August,679.48,679.48,100.0,31
Kandy,2023,9,September,547.17,498.78,91.16,30
Kandy,2023,10,October,504.04,350.0,69.44,31
Kandy,2023,11,November,449.18,195.9,43.61,30
Kandy,2023,12,December,487.63,340.66,69.86,31
Kandy,2024,1,January,564.35,506.19,89.69,31
Kandy,2024,2,February,660.27,660.27,100.0,29
Kandy,2024,3,March,758.02,758.02,100.0,31
Kandy,2024,4,April,699.63,699.63,100.0,30
Kandy,2024,5,May,528.15,420.61,79.64,31
Kandy,2024,6,June,150.8,137.67,91.29,8
Kegalle,2010,1,January,584.43,550.66,94.22,31
Kegalle,2010,2,February,568.56,539.27,94.85,28
Kegalle,2010,3,March,692.22,692.22,100.0,31
Kegalle,2010,4,April,572.13,551.92,96.47,30
Kegalle,2010,5,May,502.51,411.88,81.96,31
Kegalle,2010,6,June,493.11,405.83,82.3,30
Kegalle,2010,7,July,519.16,423.34,81.54,31
Kegalle,2010,8,August,500.22,365.12,72.99,31
Kegalle,2010,9,September,476.27,314.76,66.09,30
Kegalle,2010,10,October,493.47,328.38,66.55,31
Kegalle,2010,11,November,436.42,264.68,60.65,30
Kegalle,2010,12,December,371.42,216.87,58.39,31
Kegalle,2011,1,January,408.54,240.81,58.94,31
Kegalle,2011,2,February,453.23,374.99,82.74,28
Kegalle,2011,3,March,661.73,661.73,100.0,31
Kegalle,2011,4,April,571.21,499.67,87.48,30
Kegalle,2011,5,May,571.5,527.89,92.37,31
Kegalle,2011,6,June,542.64,499.44,92.04,30
Kegalle,2011,7,July,528.43,486.75,92.11,31
Kegalle,2011,8,August,540.42,474.08,87.72,31
Kegalle,2011,9,September,534.29,441.14,82.57,30
Kegalle,2011,10,October,527.04,446.29,84.68,31
Kegalle,2011,11,November,488.71,371.06,75.93,30
Kegalle,2011,12,December,474.97,337.13,70.98,31
Kegalle,2012,1,January,615.56,615.56,100.0,31
Kegalle,2012,2,February,556.5,505.3,90.8,29
Kegalle,2012,3,March,701.71,701.71,100.0,31
Kegalle,2012,4,April,572.41,552.26,96.48,30
Kegalle,2012,5,May,586.73,559.71,95.39,31
Kegalle,2012,6,June,501.44,420.0,83.76,30
Kegalle,2012,7,July,557.52,504.97,90.57,31
Kegalle,2012,8,August,544.88,459.49,84.33,31
Kegalle,2012,9,September,538.1,484.15,89.97,30
Kegalle,2012,10,October,494.74,369.27,74.64,31
Kegalle,2012,11,November,467.66,390.3,83.46,30
Kegalle,2012,12,December,452.93,263.37,58.15,31
Kegalle,2013,1,January,526.1,432.4,82.19,31
Kegalle,2013,2,February,544.49,469.21,86.17,28
Kegalle,2013,3,March,637.31,633.17,99.35,31
Kegalle,2013,4,April,620.46,607.8,97.96,30
Kegalle,2013,5,May,502.75,390.89,77.75,31
Kegalle,2013,6,June,429.03,230.32,53.68,30
Kegalle,2013,7,July,517.32,380.83,73.62,31
Kegalle,2013,8,August,583.91,573.99,98.3,31
Kegalle,2013,9,September,489.47,350.77,71.66,30
Kegalle,2013,10,October,523.76,431.67,82.42,31
Kegalle,2013,11,November,525.96,451.07,85.76,30
Kegalle,2013,12,December,450.78,252.6,56.04,31
Kegalle,2014,1,January,535.34,406.25,75.89,31
Kegalle,2014,2,February,622.54,622.54,100.0,28
Kegalle,2014,3,March,708.07,708.07,100.0,31
Kegalle,2014,4,April,612.1,598.7,97.81,30
Kegalle,2014,5,May,531.58,502.31,94.49,31
Kegalle,2014,6,June,524.53,478.13,91.15,30
Kegalle,2014,7,July,555.55,515.56,92.8,31
Kegalle,2014,8,August,520.99,432.31,82.98,31
Kegalle,2014,9,September,531.57,504.27,94.86,30
Kegalle,2014,10,October,476.8,363.82,76.3,31
Kegalle,2014,11,November,418.92,229.82,54.86,30
Kegalle,2014,12,December,381.91,261.77,68.54,31
Kegalle,2015,1,January,610.33,581.3,95.24,31
Kegalle,2015,2,February,563.18,550.03,97.67,28
Kegalle,2015,3,March,707.8,698.27,98.65,31
Kegalle,2015,4,April,606.7,595.0,98.07,30
Kegalle,2015,5,May,544.32,492.91,90.56,31
Kegalle,2015,6,June,500.78,357.06,71.3,30
Kegalle,2015,7,July,552.41,474.01,85.81,31
Kegalle,2015,8,August,576.46,563.46,97.74,31
Kegalle,2015,9,September,481.3,387.51,80.51,30
Kegalle,2015,10,October,477.07,379.84,79.62,31
Kegalle,2015,11,November,431.1,302.54,70.18,30
Kegalle,2015,12,December,472.4,309.65,65.55,31
Kegalle,2016,1,January,612.93,584.38,95.34,31
Kegalle,2016,2,February,605.72,592.59,97.83,29
Kegalle,2016,3,March,704.51,704.51,100.0,31
Kegalle,2016,4,April,657.28,657.28,100.0,30
Kegalle,2016,5,May,454.63,309.79,68.14,31
Kegalle,2016,6,June,511.23,445.02,87.05,30
Kegalle,2016,7,July,551.83,455.64,82.57,31
Kegalle,2016,8,August,584.82,571.92,97.79,31
Kegalle,2016,9,September,566.33,538.23,95.04,30
Kegalle,2016,10,October,581.66,568.39,97.72,31
Kegalle,2016,11,November,466.12,328.85,70.55,30
Kegalle,2016,12,December,570.0,516.51,90.62,31
Kegalle,2017,1,January,601.61,532.78,88.56,31
Kegalle,2017,2,February,605.91,582.9,96.2,28
Kegalle,2017,3,March,638.98,624.48,97.73,31
Kegalle,2017,4,April,634.56,634.56,100.0,30
Kegalle,2017,5,May,491.37,365.43,74.37,31
Kegalle,2017,6,June,459.08,296.8,64.65,30
Kegalle,2017,7,July,501.82,399.6,79.63,31
Kegalle,2017,8,August,465.32,247.41,53.17,31
Kegalle,2017,9,September,475.3,334.05,70.28,30
Kegalle,2017,10,October,459.75,291.0,63.3,31
Kegalle,2017,11,November,413.99,220.37,53.23,30
Kegalle,2017,12,December,540.16,487.24,90.2,31
Kegalle,2018,1,January,625.19,582.89,93.23,31
Kegalle,2018,2,February,577.54,565.9,97.98,28
Kegalle,2018,3,March,618.05,556.48,90.04,31
Kegalle,2018,4,April,588.12,576.23,97.98,30
Kegalle,2018,5,May,462.19,318.2,68.85,31
Kegalle,2018,6,June,453.06,303.47,66.98,30
Kegalle,2018,7,July,502.21,357.27,71.14,31
Kegalle,2018,8,August,502.45,407.59,81.12,31
Kegalle,2018,9,September,568.89,531.02,93.34,30
Kegalle,2018,10,October,455.28,257.66,56.59,31
Kegalle,2018,11,November,463.86,323.51,69.74,30
Kegalle,2018,12,December,536.77,425.9,79.34,31
Kegalle,2019,1,January,625.36,583.85,93.36,31
