district,year,month,total_radiation,radiation_above_threshold,percentage_above_threshold,record_count
Kegalle,2010,12,371.42,216.87,58.38942437133164,31
Kegalle,2011,1,408.54,240.80999999999995,58.94404464679099,31
Kegalle,2011,2,453.2300000000001,374.99000000000007,82.7372415771242,28
Kegalle,2011,3,661.73,661.73,100.0,31
Kegalle,2011,4,571.21,499.67000000000013,87.47570945886804,30
Kegalle,2011,5,571.5000000000001,527.89,92.36920384951878,31
Kegalle,2011,6,542.6400000000001,499.44000000000005,92.03892083149049,30
Kegalle,2011,7,528.43,486.75,92.11248415116478,31
Kegalle,2011,8,540.4200000000001,474.0799999999999,87.72436253284481,31
Kegalle,2011,9,534.2900000000002,441.14,82.56564786913471,30
Kegalle,2011,10,527.0400000000001,446.29,84.67858227079537,31
Kegalle,2011,11,488.71,371.06,75.92641853041681,30
Kegalle,2011,12,474.96999999999997,337.13,70.97921974019413,31
Kegalle,2012,1,615.5600000000002,615.5600000000002,100.0,31
Kegalle,2012,2,556.5,505.29999999999984,90.79964061096135,29
Kegalle,2012,3,701.71,701.71,100.0,31
Kegalle,2012,4,572.4100000000001,552.26,96.47979595045508,30
Kegalle,2012,5,586.7299999999999,559.7099999999999,95.3948153324357,31
Kegalle,2012,6,501.43999999999994,419.9999999999999,83.75877472878109,30
Kegalle,2012,7,557.5200000000001,504.96999999999997,90.57432917204761,31
Kegalle,2012,8,544.8799999999999,459.48999999999995,84.32865952136251,31
Kegalle,2012,9,538.1,484.1499999999999,89.97398253112803,30
Kegalle,2012,10,494.74,369.27000000000004,74.63920443061002,31
Kegalle,2012,11,467.6600000000001,390.29999999999995,83.45806782705381,30
Kegalle,2012,12,452.92999999999995,263.37,58.14805819883868,31
Kegalle,2013,1,526.0999999999999,432.4,82.18969777608821,31
Kegalle,2013,2,544.4899999999999,469.2099999999999,86.1742180756304,28
Kegalle,2013,3,637.3100000000001,633.1700000000001,99.35039462741837,31
Kegalle,2013,4,620.46,607.8000000000001,97.95957837733296,30
Kegalle,2013,5,502.75,390.89,77.7503729487817,31
Kegalle,2013,6,429.0300000000001,230.31999999999996,53.6838915693541,30
Kegalle,2013,7,517.32,380.8299999999999,73.61594370988941,31
Kegalle,2013,8,583.9100000000001,573.9900000000001,98.30110804747308,31
Kegalle,2013,9,489.47,350.77,71.66322757268064,30
Kegalle,2013,10,523.76,431.6700000000001,82.41751947456852,31
Kegalle,2013,11,525.9600000000002,451.07000000000005,85.76127462164422,30
Kegalle,2013,12,450.78000000000003,252.59999999999997,56.03620391321707,31
Kegalle,2014,1,535.34,406.25,75.88635259834871,31
Kegalle,2014,2,622.5400000000001,622.5400000000001,100.0,28
Kegalle,2014,3,708.0699999999999,708.0699999999999,100.0,31
Kegalle,2014,4,612.1,598.7,97.81081522627022,30
Kegalle,2014,5,531.5799999999999,502.31,94.49377327965689,31
Kegalle,2014,6,524.5299999999999,478.1299999999999,91.1539854727089,30
Kegalle,2014,7,555.55,515.5600000000001,92.8017280172802,31
Kegalle,2014,8,520.99,432.30999999999995,82.9785600491372,31
Kegalle,2014,9,531.57,504.27000000000004,94.86426999266324,30
Kegalle,2014,10,476.8000000000002,363.82000000000005,76.30453020134226,31
Kegalle,2014,11,418.9200000000001,229.82000000000005,54.86011649002196,30
Kegalle,2014,12,381.90999999999997,261.77,68.54232672619204,31
Kegalle,2015,1,610.33,581.3000000000001,95.24355676437337,31
Kegalle,2015,2,563.1800000000001,550.03,97.66504492347028,28
Kegalle,2015,3,707.8,698.27,98.65357445606104,31
Kegalle,2015,4,606.7,595.0,98.07153453106972,30
Kegalle,2015,5,544.3199999999999,492.90999999999985,90.55518812463255,31
Kegalle,2015,6,500.7800000000001,357.06,71.3007707975558,30
Kegalle,2015,7,552.41,474.00999999999993,85.8076428739523,31
Kegalle,2015,8,576.4599999999999,563.4599999999999,97.74485653818131,31
Kegalle,2015,9,481.30000000000007,387.51,80.51319343444835,30
Kegalle,2015,10,477.07000000000005,379.84000000000003,79.61934307334353,31
Kegalle,2015,11,431.1,302.54,70.17861285084668,30
Kegalle,2015,12,472.4,309.65,65.54826418289585,31
Kegalle,2016,1,612.9300000000001,584.38,95.34204558432447,31
Kegalle,2016,2,605.7199999999999,592.59,97.83233177045501,29
Kegalle,2016,3,704.5100000000001,704.5100000000001,100.0,31
Kegalle,2016,4,657.2799999999999,657.2799999999999,100.0,30
Kegalle,2016,5,454.63000000000005,309.79,68.14112575061039,31
Kegalle,2016,6,511.2299999999999,445.02,87.04888210785752,30
Kegalle,2016,7,551.83,455.64000000000004,82.56890709095192,31
Kegalle,2016,8,584.82,571.9200000000001,97.79419308505182,31
Kegalle,2016,9,566.3299999999999,538.2299999999999,95.03822859463563,30
Kegalle,2016,10,581.6600000000001,568.3900000000001,97.71859849396554,31
Kegalle,2016,11,466.12,328.84999999999997,70.55050201664807,30
Kegalle,2016,12,569.9999999999999,516.51,90.61578947368423,31
Kegalle,2017,1,601.6100000000001,532.7800000000001,88.55903326075033,31
Kegalle,2017,2,605.91,582.9000000000001,96.20240629796506,28
Kegalle,2017,3,638.98,624.48,97.73075839619393,31
Kegalle,2017,4,634.5600000000001,634.5600000000001,100.0,30
Kegalle,2017,5,491.37,365.43,74.36961963489834,31
Kegalle,2017,6,459.08000000000004,296.80000000000007,64.65104121286052,30
Kegalle,2017,7,501.82,399.6,79.63014626758599,31
Kegalle,2017,8,465.32,247.41,53.16986160061893,31
Kegalle,2017,9,475.30000000000007,334.05000000000007,70.28192720387125,30
Kegalle,2017,10,459.75,291.0,63.2952691680261,31
Kegalle,2017,11,413.98999999999995,220.37000000000003,53.230754366047506,30
Kegalle,2017,12,540.1600000000001,487.23999999999995,90.20290284360188,31
Kegalle,2018,1,625.1899999999999,582.89,93.2340568467186,31
Kegalle,2018,2,577.54,565.8999999999999,97.98455518232501,28
Kegalle,2018,3,618.0500000000001,556.48,90.0380228136882,31
Kegalle,2018,4,588.1200000000001,576.23,97.9783037475345,30
Kegalle,2018,5,462.19000000000017,318.2000000000001,68.84614552456782,31
Kegalle,2018,6,453.06000000000006,303.46999999999997,66.98229815035535,30
Kegalle,2018,7,502.21,357.27,71.13956313096115,31
Kegalle,2018,8,502.45000000000005,407.5899999999999,81.12050950343315,31
Kegalle,2018,9,568.8899999999999,531.02,93.34317706410732,30
Kegalle,2018,10,455.28,257.66,56.59374450887367,31
Kegalle,2018,11,463.85999999999996,323.51000000000005,69.743025912991,30
Kegalle,2018,12,536.7700000000001,425.90000000000003,79.34497084412317,31
Kegalle,2019,1,625.36,583.85,93.36222335934502,31
Kegalle,2019,2,559.07,532.31,95.21347952850267,28
Kegalle,2019,3,725.57,725.57,100.0,31
Kegalle,2019,4,592.0799999999999,534.73,90.31380894473722,30
Kegalle,2019,5,587.3800000000002,576.07,98.07450032347029,31
Kegalle,2019,6,494.45000000000005,384.09000000000003,77.68025078369905,30
Kegalle,2019,7,553.94,504.97,91.1596923854569,31
Kegalle,2019,8,448.79,244.62,54.5065620891731,31
Kegalle,2019,9,500.44999999999993,417.43999999999994,83.41292836447197,30
Kegalle,2019,10,446.91999999999996,316.34000000000003,70.78224290700797,31
Kegalle,2019,11,522.9999999999999,487.46999999999997,93.20650095602296,30
Kegalle,2019,12,494.35,347.17,70.22757155861233,31
Kegalle,2020,1,643.64,643.64,100.0,31
Kegalle,2020,2,666.9699999999999,666.9699999999999,100.0,29
Kegalle,2020,3,712.25,701.96,98.55528255528256,31
Kegalle,2020,4,651.0099999999998,651.0099999999998,100.0,30
Kegalle,2020,5,500.55000000000007,367.46000000000004,73.41124762760963,31
Kegalle,2020,6,509.5699999999999,400.68999999999994,78.63296504896286,30
Kegalle,2020,7,477.65000000000003,309.48,64.79221187061655,31
Kegalle,2020,8,548.76,452.12999999999994,82.3912092718128,31
Kegalle,2020,9,410.19,178.23999999999998,43.45303395987225,30
Kegalle,2020,10,538.1400000000001,486.36999999999995,90.37982681086703,31
Kegalle,2020,11,491.13999999999993,383.11999999999995,78.006271124323,30
Kegalle,2020,12,487.48999999999995,378.02,77.54415475189235,31
Kegalle,2021,1,501.13999999999993,348.88,69.61727261843,31
Kegalle,2021,2,621.76,621.76,100.0,28
Kegalle,2021,3,624.2899999999998,600.79,96.23572378221662,31
Kegalle,2021,4,623.77,610.58,97.88543854305274,30
Kegalle,2021,5,498.59,397.97999999999996,79.82109548927977,31
Kegalle,2021,6,486.14000000000004,358.7000000000001,73.7853293289999,30
Kegalle,2021,7,526.4599999999999,420.02,79.78193974850892,31
Kegalle,2021,8,481.5900000000002,307.95,63.94443406216903,31
Kegalle,2021,9,506.2899999999999,391.69,77.36475142704775,30
Kegalle,2021,10,501.15,365.87,73.00608600219496,31
Kegalle,2021,11,386.71000000000004,144.13,37.270823097411494,30
Kegalle,2021,12,602.3199999999999,575.43,95.53559569663966,31
Kegalle,2022,1,628.92,620.5000000000001,98.66119697258794,31
Kegalle,2022,2,609.87,590.92,96.89278042861594,28
Kegalle,2022,3,665.88,665.88,100.0,31
Kegalle,2022,4,579.83,536.7300000000001,92.56678681682564,30
Kegalle,2022,5,496.6199999999999,388.72999999999996,78.27513994603521,31
Kegalle,2022,6,502.32000000000005,412.07,82.03336518553908,30
Kegalle,2022,7,533.73,417.17,78.16124257583422,31
Kegalle,2022,8,528.21,397.27000000000004,75.21061698945496,31
Kegalle,2022,9,596.9200000000001,563.01,94.31917174830798,30
Kegalle,2022,10,474.9599999999999,298.9599999999999,62.94424793666834,31
Kegalle,2022,11,492.11,343.64,69.82991607567413,30
Kegalle,2022,12,474.92,334.36,70.40343636823044,31
Kegalle,2023,1,598.7200000000001,555.3900000000001,92.76289417423837,31
Kegalle,2023,2,583.01,532.05,91.25915507452702,28
Kegalle,2023,3,678.2699999999999,664.4899999999999,97.96836068232415,31
Kegalle,2023,4,644.36,630.39,97.83195729095536,30
Kegalle,2023,5,558.72,485.92000000000013,86.97021764032075,31
Kegalle,2023,6,525.7600000000001,483.64000000000004,91.98874010955568,30
Kegalle,2023,7,540.44,431.03000000000003,79.75538450151728,31
Kegalle,2023,8,667.7300000000001,667.7300000000001,100.0,31
Kegalle,2023,9,485.03,364.89,75.23039811970393,30
Kegalle,2023,10,499.59,363.71999999999997,72.80369903320722,31
Kegalle,2023,11,469.27000000000004,325.14000000000004,69.28633835531784,30
Kegalle,2023,12,489.7800000000002,343.05000000000007,70.04165135366898,31
Kegalle,2024,1,572.86,522.6800000000001,91.24044269105892,31
Kegalle,2024,2,668.83,668.83,100.0,29
Kegalle,2024,3,742.03,742.03,100.0,31
Kegalle,2024,4,665.4599999999999,665.4599999999999,100.0,30
Kegalle,2024,5,511.55,337.37,65.95054246896687,31
Kegalle,2024,6,138.95000000000002,127.52000000000001,91.77401943145016,8
Kilinochchi[1],2010,1,584.5,576.03,98.55089820359281,31
Kilinochchi[1],2010,2,599.4900000000002,589.6100000000002,98.35193247593789,28
Kilinochchi[1],2010,3,747.52,747.52,100.0,31
Kilinochchi[1],2010,4,697.8800000000002,697.8800000000002,100.0,30
Kilinochchi[1],2010,5,669.2199999999999,645.5,96.4555751471863,31
Kilinochchi[1],2010,6,614.26,560.81,91.29847295933318,30
Kilinochchi[1],2010,7,608.8900000000001,557.1899999999999,91.50913958186206,31
Kilinochchi[1],2010,8,578.4499999999999,501.23,86.6505315930504,31
Kilinochchi[1],2010,9,592.1800000000001,555.65,93.8312675200108,30
Kilinochchi[1],2010,10,607.9999999999999,573.37,94.3042763157895,31
Kilinochchi[1],2010,11,453.3500000000001,307.19,67.76000882320503,30
Kilinochchi[1],2010,12,355.7200000000001,205.82000000000002,57.86011469695265,31
Kilinochchi[1],2011,1,415.4,306.22999999999996,73.71930669234472,31
Kilinochchi[1],2011,2,475.7800000000001,426.3500000000001,89.61074446172601,28
Kilinochchi[1],2011,3,723.5,723.5,100.0,31
Kilinochchi[1],2011,4,632.1,601.9499999999999,95.23018509729472,30
Kilinochchi[1],2011,5,762.1800000000001,762.1800000000001,100.0,31
Kilinochchi[1],2011,6,659.67,645.2499999999999,97.81405854442372,30
Kilinochchi[1],2011,7,624.07,611.85,98.04188632685435,31
Kilinochchi[1],2011,8,645.15,645.15,100.0,31
Kilinochchi[1],2011,9,640.0500000000001,627.95,98.10952269353956,30
Kilinochchi[1],2011,10,558.0600000000001,498.02,89.24130021861447,31
Kilinochchi[1],2011,11,473.3700000000001,363.66999999999996,76.82573885121572,30
Kilinochchi[1],2011,12,469.55000000000007,308.11000000000007,65.61814503247791,31
Kilinochchi[1],2012,1,592.8799999999999,579.16,97.68587235190934,31
Kilinochchi[1],2012,2,583.72,546.2200000000001,93.57568697320634,29
Kilinochchi[1],2012,3,737.7,723.54,98.08052053680358,31
Kilinochchi[1],2012,4,646.3900000000002,620.9300000000002,96.06120144185398,30
Kilinochchi[1],2012,5,758.5799999999999,758.5799999999999,100.0,31
Kilinochchi[1],2012,6,681.8900000000001,668.09,97.97621317221251,30
Kilinochchi[1],2012,7,680.32,680.32,100.0,31
Kilinochchi[1],2012,8,666.06,666.06,100.0,31
Kilinochchi[1],2012,9,642.4900000000001,602.5500000000001,93.78356083363164,30
Kilinochchi[1],2012,10,536.7300000000001,416.90000000000003,77.67406330929889,31
Kilinochchi[1],2012,11,512.3699999999999,442.59,86.38093565197028,30
Kilinochchi[1],2012,12,464.6300000000001,288.17,62.02139336676494,31
Kilinochchi[1],2013,1,507.93999999999994,411.8399999999999,81.0804425719573,31
Kilinochchi[1],2013,2,548.5899999999999,484.2699999999999,88.27539692666655,28
Kilinochchi[1],2013,3,696.7799999999999,689.8199999999998,99.00111943511581,31
Kilinochchi[1],2013,4,704.9699999999999,704.9699999999999,100.0,30
Kilinochchi[1],2013,5,712.8200000000002,712.8200000000002,100.0,31
Kilinochchi[1],2013,6,619.45,605.0600000000001,97.676971506982,30
Kilinochchi[1],2013,7,606.6300000000001,568.19,93.6633532795938,31
Kilinochchi[1],2013,8,646.9400000000002,633.9000000000001,97.98435712739975,31
Kilinochchi[1],2013,9,614.7800000000001,564.0,91.74013468232538,30
Kilinochchi[1],2013,10,633.9300000000001,588.77,92.87618506775195,31
Kilinochchi[1],2013,11,507.97999999999996,429.69,84.58797590456317,30
Kilinochchi[1],2013,12,450.0,311.84000000000003,69.29777777777778,31
Kilinochchi[1],2014,1,464.36,381.9100000000001,82.24437936084075,31
Kilinochchi[1],2014,2,602.4200000000001,602.4200000000001,100.0,28
Kilinochchi[1],2014,3,730.8,730.8,100.0,31
Kilinochchi[1],2014,4,710.79,710.79,100.0,30
Kilinochchi[1],2014,5,670.5800000000002,650.5400000000001,97.01154224701004,31
Kilinochchi[1],2014,6,690.3800000000001,676.6300000000001,98.00834323126394,30
Kilinochchi[1],2014,7,666.1799999999998,641.4499999999999,96.28779008676335,31
Kilinochchi[1],2014,8,644.0899999999999,629.7899999999998,97.77981338011767,31
Kilinochchi[1],2014,9,651.3100000000001,621.6400000000001,95.44456556785555,30
Kilinochchi[1],2014,10,562.53,516.3900000000001,91.79777078555813,31
Kilinochchi[1],2014,11,393.5800000000001,226.45,57.53595203008282,30
Kilinochchi[1],2014,12,351.47999999999996,120.74000000000001,34.35188346420849,31
Kilinochchi[1],2015,1,591.3,576.47,97.49196685269746,31
Kilinochchi[1],2015,2,554.42,514.2800000000001,92.76000144294942,28
Kilinochchi[1],2015,3,714.3700000000001,714.3700000000001,100.0,31
Kilinochchi[1],2015,4,656.05,633.45,96.55514061428246,30
Kilinochchi[1],2015,5,634.76,584.74,92.11985632364988,31
Kilinochchi[1],2015,6,635.8700000000001,624.5000000000001,98.21189865853083,30
Kilinochchi[1],2015,7,660.7700000000002,637.7800000000002,96.5207258198768,31
Kilinochchi[1],2015,8,690.04,676.06,97.97403049098602,31
Kilinochchi[1],2015,9,630.09,630.09,100.0,30
Kilinochchi[1],2015,10,520.2499999999999,408.14,78.45074483421433,31
Kilinochchi[1],2015,11,430.98999999999995,312.48999999999995,72.50516253277338,30
Kilinochchi[1],2015,12,455.14,252.98,55.58289756997846,31
Kilinochchi[1],2016,1,575.4300000000001,562.6500000000001,97.77905218706012,31
Kilinochchi[1],2016,2,608.1299999999999,608.1299999999999,100.0,29
Kilinochchi[1],2016,3,739.8,739.8,100.0,31
Kilinochchi[1],2016,4,729.4500000000002,729.4500000000002,100.0,30
Kilinochchi[1],2016,5,614.77,558.65,90.87138279356508,31
Kilinochchi[1],2016,6,585.35,496.2900000000001,84.7851712650551,30
Kilinochchi[1],2016,7,640.5100000000001,614.9600000000002,96.01099124135455,31
Kilinochchi[1],2016,8,670.9000000000002,656.2400000000002,97.81487554031898,31
Kilinochchi[1],2016,9,676.6899999999998,676.6899999999998,100.0,30
Kilinochchi[1],2016,10,662.3299999999998,634.1499999999999,95.74532332825028,31
Kilinochchi[1],2016,11,489.2200000000001,393.8300000000001,80.50161481542048,30
Kilinochchi[1],2016,12,528.4599999999999,486.18999999999994,92.00128675774893,31
Kilinochchi[1],2017,1,525.5999999999999,406.17999999999995,77.279299847793,31
Kilinochchi[1],2017,2,585.3500000000001,561.7800000000001,95.97334927820961,28
Kilinochchi[1],2017,3,669.8800000000001,628.58,93.83471666567146,31
Kilinochchi[1],2017,4,748.6399999999999,748.6399999999999,100.0,30
Kilinochchi[1],2017,5,679.8899999999999,668.0099999999999,98.25265851828972,31
Kilinochchi[1],2017,6,643.9000000000001,630.13,97.8614691722317,30
Kilinochchi[1],2017,7,643.17,643.17,100.0,31
Kilinochchi[1],2017,8,607.56,595.9899999999999,98.09566133386002,31
Kilinochchi[1],2017,9,598.8600000000001,571.85,95.48976388471428,30
Kilinochchi[1],2017,10,511.83,402.30999999999995,78.60227028505558,31
Kilinochchi[1],2017,11,410.42999999999995,245.30000000000004,59.766586263187406,30
Kilinochchi[1],2017,12,486.48,354.65,72.9012497944417,31
Kilinochchi[1],2018,1,541.8199999999999,455.1500000000001,84.00391273854788,31
Kilinochchi[1],2018,2,566.37,566.37,100.0,28
Kilinochchi[1],2018,3,670.14,645.64,96.34404751246008,31
Kilinochchi[1],2018,4,655.01,655.01,100.0,30
Kilinochchi[1],2018,5,589.4100000000002,536.9300000000001,91.09618092668939,31
Kilinochchi[1],2018,6,648.1700000000001,648.1700000000001,100.0,30
Kilinochchi[1],2018,7,656.8099999999998,656.8099999999998,100.0,31
Kilinochchi[1],2018,8,661.7600000000001,647.39,97.82851789168276,31
Kilinochchi[1],2018,9,654.66,640.9499999999999,97.9057831546146,30
Kilinochchi[1],2018,10,472.8899999999998,275.61999999999995,58.28416756539577,31
Kilinochchi[1],2018,11,438.18000000000006,275.34,62.837190195809924,30
Kilinochchi[1],2018,12,494.61999999999995,392.43,79.33969511948568,31
Kilinochchi[1],2019,1,558.76,547.75,98.02956546638987,31
Kilinochchi[1],2019,2,553.7399999999999,526.0600000000001,95.00126413118073,28
Kilinochchi[1],2019,3,748.25,748.25,100.0,31
Kilinochchi[1],2019,4,665.93,639.06,95.96504137071464,30
Kilinochchi[1],2019,5,721.9100000000001,721.9100000000001,100.0,31
Kilinochchi[1],2019,6,655.1099999999998,640.5399999999998,97.7759460243318,30
Kilinochchi[1],2019,7,649.5600000000001,641.4000000000001,98.74376501016073,31
Kilinochchi[1],2019,8,627.3900000000001,591.34,94.25397280798227,31
Kilinochchi[1],2019,9,605.1099999999998,597.2799999999997,98.70602039298639,30
Kilinochchi[1],2019,10,495.14,361.40999999999997,72.99147715797551,31
Kilinochchi[1],2019,11,526.4300000000001,494.06,93.85103432555134,30
Kilinochchi[1],2019,12,443.74000000000007,239.94,54.072204444043805,31
Kilinochchi[1],2020,1,570.6999999999999,527.52,92.43385316278255,31
Kilinochchi[1],2020,2,610.92,610.92,100.0,29
Kilinochchi[1],2020,3,734.41,734.41,100.0,31
Kilinochchi[1],2020,4,676.5,676.5,100.0,30
Kilinochchi[1],2020,5,623.8200000000002,597.5300000000002,95.78564329454011,31
Kilinochchi[1],2020,6,607.5699999999999,569.92,93.80318317230937,30
Kilinochchi[1],2020,7,591.1599999999999,558.05,94.39914743893364,31
Kilinochchi[1],2020,8,644.1500000000001,622.4300000000001,96.62811456958782,31
Kilinochchi[1],2020,9,556.33,499.62,89.80640986464867,30
Kilinochchi[1],2020,10,643.26,643.26,100.0,31
Kilinochchi[1],2020,11,440.59,295.4,67.04646042806237,30
Kilinochchi[1],2020,12,396.06999999999994,202.29999999999995,51.07682985330876,31
Kilinochchi[1],2021,1,463.47,327.31,70.62161520702526,31
Kilinochchi[1],2021,2,564.45,551.09,97.63309416245903,28
Kilinochchi[1],2021,3,690.89,676.46,97.91138965681947,31
Kilinochchi[1],2021,4,670.7500000000001,670.7500000000001,100.0,30
Kilinochchi[1],2021,5,589.6999999999999,560.54,95.05511276920468,31
Kilinochchi[1],2021,6,621.64,581.84,93.59758059326943,30
Kilinochchi[1],2021,7,650.4699999999999,650.4699999999999,100.0,31
Kilinochchi[1],2021,8,632.6399999999999,619.3499999999999,97.89927921092566,31
Kilinochchi[1],2021,9,623.55,613.17,98.33533798412316,30
Kilinochchi[1],2021,10,524.68,454.74999999999994,86.67187619120226,31
Kilinochchi[1],2021,11,419.2699999999999,184.3,43.95735444940016,30
Kilinochchi[1],2021,12,549.5,442.24999999999994,80.48225659690627,31
Kilinochchi[1],2022,1,580.75,508.4700000000001,87.55402496771417,31
Kilinochchi[1],2022,2,582.6,559.3,96.00068657741159,28
Kilinochchi[1],2022,3,699.7199999999999,673.53,96.25707425827474,31
Kilinochchi[1],2022,4,613.31,587.03,95.7150543770687,30
Kilinochchi[1],2022,5,695.2700000000001,682.1200000000001,98.10864843873604,31
Kilinochchi[1],2022,6,634.65,610.99,96.27196092334358,30
Kilinochchi[1],2022,7,611.6,562.89,92.0356442119032,31
Kilinochchi[1],2022,8,634.3399999999999,598.0299999999999,94.27594034744773,31
Kilinochchi[1],2022,9,658.1400000000001,638.34,96.99152156076214,30
Kilinochchi[1],2022,10,566.23,462.51,81.68235522667466,31
Kilinochchi[1],2022,11,490.6700000000001,368.54,75.1095440927711,30
Kilinochchi[1],2022,12,472.3999999999999,342.89,72.58467400508046,31
Kilinochchi[1],2023,1,547.18,511.99000000000007,93.5688438904931,31
Kilinochchi[1],2023,2,591.69,569.05,96.17367202420185,28
Kilinochchi[1],2023,3,712.5500000000001,712.5500000000001,100.0,31
Kilinochchi[1],2023,4,691.39,691.39,100.0,30
Kilinochchi[1],2023,5,628.61,576.9999999999999,91.78982198819617,31
Kilinochchi[1],2023,6,654.53,649.9,99.29262218691275,30
Kilinochchi[1],2023,7,633.1099999999999,595.34,94.03421206425425,31
Kilinochchi[1],2023,8,734.7700000000001,734.7700000000001,100.0,31
Kilinochchi[1],2023,9,632.92,632.92,100.0,30
Kilinochchi[1],2023,10,609.5200000000001,581.72,95.43903399396245,31
Kilinochchi[1],2023,11,435.02,259.94000000000005,59.75357454829664,30
Kilinochchi[1],2023,12,432.86999999999995,243.54999999999998,56.264005359576785,31
Kilinochchi[1],2024,1,547.14,460.70000000000005,84.20148408085683,31
Kilinochchi[1],2024,2,638.4299999999998,638.4299999999998,100.0,29
Kilinochchi[1],2024,3,773.4599999999999,773.4599999999999,100.0,31
Kilinochchi[1],2024,4,719.9399999999999,719.9399999999999,100.0,30
Kilinochchi[1],2024,5,588.8699999999999,471.21000000000004,80.0193591115187,31
Kilinochchi[1],2024,6,151.83,139.73000000000002,92.03056049529079,8
Kurunegala,2010,1,580.4399999999999,545.69,94.01316242850254,31
Kurunegala,2010,2,582.97,551.65,94.6275108496149,28
Kurunegala,2010,3,703.1,703.1,100.0,31
Kurunegala,2010,4,590.7499999999999,566.89,95.9610664409649,30
Kurunegala,2010,5,528.4,429.09999999999997,81.20741862225587,31
Kurunegala,2010,6,511.3699999999999,434.66999999999996,85.00107554217105,30
Kurunegala,2010,7,542.75,441.83,81.40580377706127,31
Kurunegala,2010,8,524.1,427.27000000000004,81.52451822171342,31
Kurunegala,2010,9,499.5799999999999,373.32,74.72677048720927,30
Kurunegala,2010,10,503.63,337.69000000000005,67.05120822826282,31
Kurunegala,2010,11,438.28000000000003,250.01999999999998,57.045724194578796,30
Kurunegala,2010,12,370.9800000000001,218.0,58.76327564828292,31
Kurunegala,2011,1,408.01,244.43000000000004,59.90784539594619,31
Kurunegala,2011,2,458.95,399.44,87.03344590914043,28
Kurunegala,2011,3,671.8999999999999,671.8999999999999,100.0,31
Kurunegala,2011,4,583.08,507.70000000000005,87.07209988337793,30
Kurunegala,2011,5,593.51,578.83,97.52657916463076,31
Kurunegala,2011,6,565.42,550.81,97.41608008206288,30
Kurunegala,2011,7,553.62,540.27,97.58859867779343,31
Kurunegala,2011,8,556.9099999999999,501.12,89.98222333949832,31
Kurunegala,2011,9,552.4799999999999,498.57999999999987,90.2439907326962,30
Kurunegala,2011,10,533.29,469.02,87.94839580715933,31
Kurunegala,2011,11,491.7700000000001,386.89,78.67295687008152,30
Kurunegala,2011,12,473.2,334.33,70.65300084530854,31
Kurunegala,2012,1,624.98,624.98,100.0,31
Kurunegala,2012,2,561.97,511.87999999999994,91.08671281385125,29
Kurunegala,2012,3,712.1800000000001,712.1800000000001,100.0,31
Kurunegala,2012,4,581.83,560.49,96.3322620009281,30
Kurunegala,2012,5,609.4099999999999,595.0699999999999,97.64690438292776,31
Kurunegala,2012,6,526.4899999999999,485.74000000000007,92.26006191950468,30
Kurunegala,2012,7,585.12,574.76,98.22942302433688,31
Kurunegala,2012,8,571.2399999999998,557.2699999999998,97.55444296617884,31
Kurunegala,2012,9,562.0100000000001,548.9600000000002,97.67797726019111,30
Kurunegala,2012,10,501.4700000000001,372.72,74.32548307974554,31
Kurunegala,2012,11,470.66,395.86000000000007,84.10742361789828,30
Kurunegala,2012,12,452.0,263.68,58.336283185840706,31
Kurunegala,2013,1,521.66,417.92999999999995,80.11540083579342,31
Kurunegala,2013,2,545.1200000000001,470.1000000000001,86.23789257411212,28
Kurunegala,2013,3,654.56,649.87,99.28348814470792,31
Kurunegala,2013,4,627.8299999999999,614.23,97.8338085150439,30
Kurunegala,2013,5,528.43,453.2800000000001,85.77862725431943,31
Kurunegala,2013,6,454.84,275.82,60.641104564242376,30
Kurunegala,2013,7,541.79,443.91999999999996,81.9358053858506,31
Kurunegala,2013,8,600.29,588.9399999999999,98.10924719718803,31
Kurunegala,2013,9,510.2200000000001,376.26000000000005,73.744659166634,30
Kurunegala,2013,10,542.08,492.69000000000005,90.8887987012987,31
Kurunegala,2013,11,527.93,452.93999999999994,85.79546530790067,30
Kurunegala,2013,12,450.07000000000005,268.82,59.72848667984979,31
Kurunegala,2014,1,517.99,398.5900000000001,76.94936195679455,31
Kurunegala,2014,2,627.3100000000001,627.3100000000001,100.0,28
Kurunegala,2014,3,713.95,713.95,100.0,31
Kurunegala,2014,4,624.2,610.19,97.75552707465556,30
Kurunegala,2014,5,548.3199999999999,516.14,94.13116428363001,31
Kurunegala,2014,6,552.13,515.23,93.31679133537392,30
Kurunegala,2014,7,584.95,556.0000000000001,95.05085904778187,31
Kurunegala,2014,8,545.1700000000001,512.5300000000001,94.01287671735422,31
Kurunegala,2014,9,551.07,522.6300000000001,94.83913114486364,30
Kurunegala,2014,10,489.13,373.84999999999997,76.43162349477643,31
Kurunegala,2014,11,416.2099999999999,231.21000000000004,55.55128420749143,30
Kurunegala,2014,12,374.81,215.32000000000002,57.4477735385929,31
Kurunegala,2015,1,611.5100000000001,597.1400000000001,97.65007931186734,31
Kurunegala,2015,2,558.5600000000001,545.8100000000001,97.71734460040103,28
Kurunegala,2015,3,720.16,709.27,98.48783603643635,31
Kurunegala,2015,4,616.3000000000001,604.3800000000001,98.06587700795068,30
Kurunegala,2015,5,554.8899999999999,502.6099999999999,90.57831281875688,31
Kurunegala,2015,6,517.7800000000001,441.19000000000005,85.20800339912704,30
