district,year,month,total_radiation,radiation_above_threshold,percentage_above_threshold,record_count
Galle,2015,3,725.4400000000002,706.0800000000002,97.33127481252757,31
Galle,2015,4,663.3599999999999,635.76,95.83936324167874,30
Galle,2015,5,622.49,593.77,95.38627126540185,31
Galle,2015,6,596.8499999999999,585.8599999999999,98.1586663315741,30
Galle,2015,7,628.5299999999999,599.49,95.37969547992938,31
Galle,2015,8,621.1700000000002,607.4800000000001,97.79609446689311,31
Galle,2015,9,536.9899999999998,455.5099999999999,84.82653308255276,30
Galle,2015,10,554.0799999999999,493.4699999999999,89.06114640485127,31
Galle,2015,11,499.68999999999994,381.7199999999999,76.39136264483979,30
Galle,2015,12,535.7,417.1500000000001,77.8700765353743,31
Galle,2016,1,648.7099999999999,648.7099999999999,100.0,31
Galle,2016,2,624.02,612.7299999999999,98.19076311656676,29
Galle,2016,3,746.05,746.05,100.0,31
Galle,2016,4,669.1200000000001,669.1200000000001,100.0,30
Galle,2016,5,513.87,407.90999999999997,79.3799988323895,31
Galle,2016,6,585.7399999999998,556.06,94.93290538464167,30
Galle,2016,7,621.69,581.99,93.61418070099245,31
Galle,2016,8,661.27,661.27,100.0,31
Galle,2016,9,646.82,646.82,100.0,30
Galle,2016,10,652.46,638.47,97.85580725255187,31
Galle,2016,11,494.29,419.8099999999999,84.93192255558475,30
Galle,2016,12,607.15,593.65,97.7764967470971,31
Galle,2017,1,600.3099999999998,535.7799999999999,89.25055388049508,31
Galle,2017,2,578.1899999999999,542.01,93.74254137913144,28
Galle,2017,3,660.4000000000002,649.9000000000001,98.4100545124167,31
Galle,2017,4,634.53,634.53,100.0,30
Galle,2017,5,560.3299999999999,485.9600000000001,86.72746417289814,31
Galle,2017,6,565.45,540.8199999999999,95.64417720399679,30
Galle,2017,7,582.7300000000002,569.7100000000002,97.76568908413844,31
Galle,2017,8,578.4699999999999,523.74,90.53883520320848,31
Galle,2017,9,554.4499999999999,496.38000000000005,89.52655785012176,30
Galle,2017,10,558.7,508.57,91.02738500089492,31
Galle,2017,11,453.93000000000006,291.96999999999997,64.32048994338334,30
Galle,2017,12,544.4399999999999,493.1300000000001,90.57563735214168,31
Galle,2018,1,590.3900000000001,566.36,95.92980910923286,31
Galle,2018,2,576.8199999999999,564.03,97.78267050379668,28
Galle,2018,3,620.55,561.4699999999999,90.47941342357585,31
Galle,2018,4,590.7799999999999,578.64,97.94508954263857,30
Galle,2018,5,459.51000000000005,297.69000000000005,64.78422667624208,31
Galle,2018,6,546.5200000000001,506.4899999999999,92.67547390763372,30
Galle,2018,7,594.0500000000002,579.5000000000001,97.5507112195943,31
Galle,2018,8,615.8000000000001,603.2700000000001,97.96524845729134,31
Galle,2018,9,626.31,626.31,100.0,30
Galle,2018,10,522.9499999999999,420.15999999999997,80.34420116645951,31
Galle,2018,11,504.2999999999999,377.9799999999999,74.95141780686099,30
Galle,2018,12,561.44,490.3999999999999,87.34682245654031,31
Galle,2019,1,596.5599999999998,556.31,93.25298377363552,31
Galle,2019,2,564.3499999999998,535.14,94.82413395942237,28
Galle,2019,3,689.6299999999998,689.6299999999998,100.0,31
Galle,2019,4,610.5200000000001,570.23,93.40070759352682,30
Galle,2019,5,571.3800000000001,507.16,88.76054464629493,31
Galle,2019,6,521.7399999999999,444.3,85.1573580710699,30
Galle,2019,7,602.54,581.84,96.56454343280116,31
Galle,2019,8,491.32,336.98999999999995,68.58869982903198,31
Galle,2019,9,495.31,398.87,80.52936544790131,30
Galle,2019,10,447.84,304.96999999999997,68.09798142193641,31
Galle,2019,11,521.2599999999999,442.5199999999999,84.89429459386871,30
Galle,2019,12,497.00000000000006,348.72,70.16498993963782,31
Galle,2020,1,634.86,634.86,100.0,31
Galle,2020,2,640.1899999999998,640.1899999999998,100.0,29
Galle,2020,3,715.2399999999999,703.1099999999999,98.30406576813377,31
Galle,2020,4,644.9000000000001,644.9000000000001,100.0,30
Galle,2020,5,520.8600000000001,374.32000000000005,71.86576047306377,31
Galle,2020,6,545.2,484.25,88.82061628760087,30
Galle,2020,7,494.3800000000001,383.26000000000005,77.52336259557426,31
Galle,2020,8,601.4,521.9499999999999,86.78915862986364,31
Galle,2020,9,477.46999999999986,342.9,71.81603032651267,30
Galle,2020,10,629.32,629.32,100.0,31
Galle,2020,11,523.67,493.11999999999995,94.16617335344777,30
Galle,2020,12,538.9200000000001,440.95,81.82104950642022,31
Galle,2021,1,491.00000000000006,336.97,68.62932790224032,31
Galle,2021,2,588.3799999999999,588.3799999999999,100.0,28
Galle,2021,3,619.2800000000001,560.6199999999999,90.52770959824309,31
Galle,2021,4,647.3599999999999,632.81,97.75240978744439,30
Galle,2021,5,562.0399999999998,503.97999999999985,89.66977439328161,31
Galle,2021,6,560.15,491.06999999999994,87.66758903865035,30
Galle,2021,7,562.1700000000001,521.4000000000001,92.74774534393512,31
Galle,2021,8,570.8600000000001,528.15,92.51830571418559,31
Galle,2021,9,548.0100000000001,482.23,87.99656940566777,30
Galle,2021,10,573.26,502.96,87.73680354463943,31
Galle,2021,11,482.08,368.26,76.38981081978095,30
Galle,2021,12,575.04,517.34,89.96591541457987,31
Galle,2022,1,624.1300000000001,609.5400000000001,97.66234598561196,31
Galle,2022,2,593.3399999999999,566.2199999999998,95.42926483972089,28
Galle,2022,3,654.6299999999999,631.4499999999999,96.45906848143227,31
Galle,2022,4,623.9799999999999,609.18,97.62812910670215,30
Galle,2022,5,543.0000000000001,452.1,83.25966850828728,31
Galle,2022,6,548.74,515.1800000000001,93.88417100995008,30
Galle,2022,7,601.9000000000001,575.9499999999999,95.68865260009966,31
Galle,2022,8,622.03,606.88,97.56442615307944,31
Galle,2022,9,641.6500000000001,629.1600000000001,98.05345593392036,30
Galle,2022,10,550.2800000000001,418.14,75.98677037144725,31
Galle,2022,11,544.88,463.46,85.05726031419762,30
Galle,2022,12,530.61,435.11999999999995,82.00373155424887,31
Galle,2023,1,593.73,555.3100000000001,93.52904518889058,31
Galle,2023,2,559.6899999999999,520.63,93.0211367006736,28
Galle,2023,3,666.89,654.01,98.0686470032539,31
Galle,2023,4,649.68,640.0999999999999,98.5254279029676,30
Galle,2023,5,576.72,501.76000000000005,87.00235816340685,31
Galle,2023,6,573.2600000000002,573.2600000000002,100.0,30
Galle,2023,7,595.3000000000001,547.0400000000001,91.89316311103646,31
Galle,2023,8,684.74,672.99,98.28402021205129,31
Galle,2023,9,495.39000000000004,408.65,82.49056299077493,30
Galle,2023,10,476.07999999999987,350.11,73.54016131742567,31
Galle,2023,11,491.07000000000005,406.1000000000001,82.69696784572464,30
Galle,2023,12,493.6500000000001,346.5000000000001,70.19143117593437,31
Galle,2024,1,570.5900000000001,543.6200000000001,95.27331358768993,31
Galle,2024,2,649.0500000000001,649.0500000000001,100.0,29
Galle,2024,3,703.8,703.8,100.0,31
Galle,2024,4,647.93,634.4999999999999,97.92724522710786,30
Galle,2024,5,532.5600000000001,465.65,87.43615742827097,31
Galle,2024,6,138.31,113.94000000000001,82.38016050900153,8
Gampaha,2010,1,611.4099999999999,588.8399999999999,96.3085327358074,31
Gampaha,2010,2,568.16,538.04,94.69867642917488,28
Gampaha,2010,3,688.6200000000001,688.6200000000001,100.0,31
Gampaha,2010,4,562.1100000000001,530.6400000000001,94.40145167316005,30
Gampaha,2010,5,477.98,353.19000000000005,73.8922130633081,31
Gampaha,2010,6,476.56999999999994,382.6,80.28201523385863,30
Gampaha,2010,7,512.13,399.2500000000001,77.95872141838989,31
Gampaha,2010,8,502.17,367.89,73.26005137702371,31
Gampaha,2010,9,473.96000000000004,314.67999999999995,66.39378850535908,30
Gampaha,2010,10,501.1900000000001,391.3300000000001,78.0801691973104,31
Gampaha,2010,11,441.9599999999999,270.74999999999994,61.26120010860711,30
Gampaha,2010,12,385.31000000000006,188.24,48.85416937011756,31
Gampaha,2011,1,439.0199999999999,281.26000000000005,64.06541843196212,31
Gampaha,2011,2,474.10999999999984,392.4499999999999,82.77614899495897,28
Gampaha,2011,3,666.79,666.79,100.0,31
Gampaha,2011,4,564.6499999999999,493.22,87.3496856459754,30
Gampaha,2011,5,554.6699999999998,512.5599999999998,92.40809850902339,31
Gampaha,2011,6,532.74,463.29999999999995,86.9654991177685,30
Gampaha,2011,7,518.4800000000001,419.5300000000001,80.91536799876562,31
Gampaha,2011,8,533.91,456.55999999999995,85.51253956659362,31
Gampaha,2011,9,530.0,425.6,80.30188679245283,30
Gampaha,2011,10,534.5500000000002,464.9000000000001,86.97034889159104,31
Gampaha,2011,11,493.07,364.45000000000005,73.91445433711239,30
Gampaha,2011,12,498.03,397.08,79.73013673875067,31
Gampaha,2012,1,632.0699999999999,617.2899999999998,97.66165139937031,31
Gampaha,2012,2,566.86,529.71,93.44635359700808,29
Gampaha,2012,3,690.6999999999999,690.6999999999999,100.0,31
Gampaha,2012,4,562.3000000000002,531.7300000000001,94.56340032011381,30
Gampaha,2012,5,572.5300000000001,532.45,92.99949347632437,31
Gampaha,2012,6,484.42,378.24000000000007,78.08100408736222,30
Gampaha,2012,7,547.7599999999999,482.83000000000004,88.14626843873232,31
Gampaha,2012,8,533.5,451.71000000000004,84.66916588566073,31
Gampaha,2012,9,520.5600000000001,441.27000000000004,84.768326417704,30
Gampaha,2012,10,496.06,388.34,78.2848848929565,31
Gampaha,2012,11,490.07000000000005,370.57000000000005,75.61572836533557,30
Gampaha,2012,12,477.18,270.77,56.7437864118362,31
Gampaha,2013,1,554.5000000000001,459.21,82.81514878268709,31
Gampaha,2013,2,561.7,525.96,93.63717286807905,28
Gampaha,2013,3,637.06,633.0999999999999,99.37839449973315,31
Gampaha,2013,4,620.15,607.6299999999999,97.98113359671046,30
Gampaha,2013,5,479.5799999999999,338.23,70.52629384044373,31
Gampaha,2013,6,426.85999999999996,228.41,53.50934732699246,30
Gampaha,2013,7,513.2599999999998,393.49999999999994,76.6667965553521,31
Gampaha,2013,8,586.3600000000001,577.5100000000001,98.49068831434613,31
Gampaha,2013,9,482.34000000000003,333.88,69.22088153584608,30
Gampaha,2013,10,520.35,397.87,76.4619967329682,31
Gampaha,2013,11,537.1999999999999,507.23999999999995,94.4229337304542,30
Gampaha,2013,12,484.6000000000001,388.52000000000004,80.17333883615352,31
Gampaha,2014,1,580.7799999999999,526.85,90.71421192189815,31
Gampaha,2014,2,627.6200000000001,627.6200000000001,100.0,28
Gampaha,2014,3,715.47,715.47,100.0,31
Gampaha,2014,4,603.7000000000002,590.6600000000002,97.83998674838497,30
Gampaha,2014,5,521.74,495.52,94.97450837581937,31
Gampaha,2014,6,511.46999999999997,454.01000000000005,88.76571450915989,30
Gampaha,2014,7,547.1899999999999,494.5900000000001,90.38725122900641,31
Gampaha,2014,8,513.71,412.46,80.29043623834458,31
Gampaha,2014,9,528.26,516.52,97.77760951046834,30
Gampaha,2014,10,474.31999999999994,347.53,73.26910102884129,31
Gampaha,2014,11,443.03999999999985,266.13,60.069068255687995,30
Gampaha,2014,12,413.65,341.94999999999993,82.66650549981868,31
Gampaha,2015,1,629.2399999999999,629.2399999999999,100.0,31
Gampaha,2015,2,589.74,574.84,97.47346288194798,28
Gampaha,2015,3,699.2500000000002,689.4000000000001,98.59134787272076,31
Gampaha,2015,4,610.18,584.82,95.84384935592777,30
Gampaha,2015,5,536.3899999999999,470.46,87.70857025671621,31
Gampaha,2015,6,492.51,354.76,72.03102475076648,30
Gampaha,2015,7,546.48,482.36000000000007,88.26672522324697,31
Gampaha,2015,8,565.73,524.95,92.7916143743482,31
Gampaha,2015,9,467.91,352.54,75.34354897309312,30
Gampaha,2015,10,475.7099999999999,377.97,79.45386895377437,31
Gampaha,2015,11,439.13000000000005,305.45000000000005,69.55798966137591,30
Gampaha,2015,12,490.75000000000006,353.94,72.12226184411614,31
Gampaha,2016,1,634.5600000000001,621.2,97.89460413514877,31
Gampaha,2016,2,617.2400000000001,604.2500000000001,97.8954701574752,29
Gampaha,2016,3,694.8399999999999,694.8399999999999,100.0,31
Gampaha,2016,4,648.58,648.58,100.0,30
Gampaha,2016,5,436.28,275.4099999999999,63.126890987439246,31
Gampaha,2016,6,504.1700000000001,421.78999999999996,83.66027332050695,30
Gampaha,2016,7,542.9899999999999,449.83,82.84314628262031,31
Gampaha,2016,8,585.5899999999999,585.5899999999999,100.0,31
Gampaha,2016,9,558.8599999999999,531.38,95.08284722470745,30
Gampaha,2016,10,583.7100000000002,571.3000000000001,97.87394425313938,31
Gampaha,2016,11,470.00000000000006,321.44,68.39148936170211,30
Gampaha,2016,12,585.1600000000001,541.7800000000001,92.58664296944426,31
Gampaha,2017,1,605.4400000000002,536.69,88.64462209302324,31
Gampaha,2017,2,598.41,562.19,93.94729366153642,28
Gampaha,2017,3,645.9500000000002,633.1300000000001,98.01532626364269,31
Gampaha,2017,4,625.5600000000001,611.19,97.70285823901784,30
Gampaha,2017,5,508.57,402.4,79.12381776353304,31
Gampaha,2017,6,488.69000000000017,311.65999999999997,63.774581022734225,30
Gampaha,2017,7,561.98,526.54,93.69372575536495,31
Gampaha,2017,8,530.78,436.43999999999994,82.22615773013301,31
Gampaha,2017,9,506.38000000000005,407.84,80.54030569927721,30
Gampaha,2017,10,482.8,348.51,72.18516984258491,31
Gampaha,2017,11,416.48999999999995,237.72000000000003,57.077000648274876,30
Gampaha,2017,12,548.5799999999999,512.38,93.40114477377959,31
Gampaha,2018,1,617.8700000000001,578.8900000000001,93.69122954666838,31
Gampaha,2018,2,580.8,553.89,95.36673553719008,28
Gampaha,2018,3,606.82,554.7800000000001,91.42414554563133,31
Gampaha,2018,4,594.6,579.6300000000001,97.48234106962666,30
Gampaha,2018,5,448.7699999999999,295.62999999999994,65.87561557145085,31
Gampaha,2018,6,488.49999999999994,371.34000000000003,76.01637666325487,30
Gampaha,2018,7,572.5999999999999,519.35,90.7003143555711,31
Gampaha,2018,8,572.4100000000001,520.1099999999999,90.863192466938,31
Gampaha,2018,9,604.24,549.9999999999999,91.02343439692835,30
Gampaha,2018,10,484.22999999999996,347.78999999999996,71.82330710612726,31
Gampaha,2018,11,478.29,368.1400000000001,76.97003909761861,30
Gampaha,2018,12,547.1500000000001,477.1300000000001,87.2027780316184,31
Gampaha,2019,1,639.0099999999998,594.9499999999999,93.10495923381484,31
Gampaha,2019,2,556.72,515.62,92.61747377496766,28
Gampaha,2019,3,700.4600000000002,700.4600000000002,100.0,31
Gampaha,2019,4,577.46,524.58,90.8426557683649,30
Gampaha,2019,5,547.1700000000002,479.40000000000003,87.61445254674047,31
Gampaha,2019,6,500.2900000000001,391.46000000000004,78.24661696216194,30
Gampaha,2019,7,580.42,553.99,95.44640088211985,31
Gampaha,2019,8,469.7,288.33000000000004,61.385991058122215,31
Gampaha,2019,9,486.39,398.09,81.84584387014536,30
Gampaha,2019,10,446.17,281.45,63.08133671022256,31
Gampaha,2019,11,511.23,421.2799999999999,82.40517966473014,30
Gampaha,2019,12,492.08000000000004,329.4700000000001,66.95456023410829,31
Gampaha,2020,1,641.7900000000001,641.7900000000001,100.0,31
Gampaha,2020,2,650.09,650.09,100.0,29
Gampaha,2020,3,686.1199999999999,675.17,98.40406925902175,31
Gampaha,2020,4,648.37,648.37,100.0,30
Gampaha,2020,5,482.28000000000003,312.11,64.71551795637389,31
Gampaha,2020,6,521.0,429.44000000000005,82.42610364683303,30
Gampaha,2020,7,478.0999999999999,316.81,66.26437983685423,31
Gampaha,2020,8,576.8799999999999,498.65000000000003,86.43912078768551,31
Gampaha,2020,9,421.25000000000006,209.71999999999997,49.78516320474776,30
Gampaha,2020,10,594.2099999999999,566.6199999999999,95.35686036922972,31
Gampaha,2020,11,495.1999999999999,369.98999999999995,74.71526655896609,30
Gampaha,2020,12,496.59999999999997,356.95000000000005,71.8787756745872,31
Gampaha,2021,1,502.47,364.89,72.6192608513941,31
Gampaha,2021,2,615.5999999999999,615.5999999999999,100.0,28
Gampaha,2021,3,617.16,567.7499999999999,91.99397238965584,31
Gampaha,2021,4,624.6999999999999,624.6999999999999,100.0,30
Gampaha,2021,5,503.72999999999996,403.34999999999997,80.07265797153237,31
Gampaha,2021,6,509.66999999999996,414.71,81.36833637451684,30
Gampaha,2021,7,552.1,470.46,85.2128237638109,31
Gampaha,2021,8,518.63,408.54999999999995,78.77484912172453,31
Gampaha,2021,9,508.75,417.88,82.13857493857493,30
Gampaha,2021,10,519.86,397.7700000000001,76.51483091601587,31
Gampaha,2021,11,400.19,179.46000000000004,44.84369924285965,30
Gampaha,2021,12,601.2499999999999,579.0199999999999,96.3027027027027,31
Gampaha,2022,1,629.24,616.5500000000001,97.98328141885449,31
Gampaha,2022,2,612.9999999999999,600.4799999999999,97.95758564437195,28
Gampaha,2022,3,659.9,645.08,97.75420518260344,31
Gampaha,2022,4,581.61,556.61,95.70158697408917,30
Gampaha,2022,5,508.8599999999999,420.36999999999995,82.61014817435051,31
Gampaha,2022,6,512.46,424.35,82.80646294344925,30
Gampaha,2022,7,573.36,497.85999999999984,86.83200781359004,31
Gampaha,2022,8,578.5499999999998,514.22,88.8808227465215,31
Gampaha,2022,9,612.7200000000001,576.2700000000001,94.05111633372502,30
Gampaha,2022,10,513.15,428.76,83.55451622332652,31
Gampaha,2022,11,511.24000000000007,373.4,73.038103434786,30
Gampaha,2022,12,498.27,436.16999999999996,87.53687759648383,31
Gampaha,2023,1,595.74,548.63,92.09218786719038,31
Gampaha,2023,2,586.81,545.86,93.02159131575809,28
Gampaha,2023,3,679.64,665.4399999999999,97.9106585839562,31
Gampaha,2023,4,643.36,630.49,97.99956478487938,30
Gampaha,2023,5,551.84,472.38,85.60089881124964,31
Gampaha,2023,6,515.4300000000001,460.88,89.41660361251769,30
Gampaha,2023,7,589.3599999999998,528.14,89.61246097461655,31
Gampaha,2023,8,683.5700000000002,683.5700000000002,100.0,31
Gampaha,2023,9,466.2699999999999,283.08000000000004,60.71160486413453,30
Gampaha,2023,10,502.41999999999996,378.4100000000001,75.31746347677245,31
Gampaha,2023,11,472.13,346.51,73.3929214411285,30
Gampaha,2023,12,485.25000000000006,325.87,67.15507470376095,31
Gampaha,2024,1,575.9899999999999,497.5999999999999,86.39038872202643,31
Gampaha,2024,2,656.28,656.28,100.0,29
Gampaha,2024,3,730.4200000000003,730.4200000000003,100.0,31
Gampaha,2024,4,646.8699999999999,646.8699999999999,100.0,30
Gampaha,2024,5,504.59000000000003,353.5099999999999,70.05885966824547,31
Gampaha,2024,6,133.3,112.02000000000001,84.03600900225057,8
Hambantota,2010,1,610.3100000000003,584.8700000000001,95.83162655044156,31
Hambantota,2010,2,615.9100000000001,580.8299999999999,94.3043626503872,28
Hambantota,2010,3,725.1199999999999,710.9299999999998,98.04308252427184,31
Hambantota,2010,4,629.0099999999999,619.9799999999999,98.56441074068775,30
Hambantota,2010,5,581.65,531.6500000000001,91.40376515086393,31
Hambantota,2010,6,560.85,484.05999999999995,86.3082820718552,30
Hambantota,2010,7,615.35,589.28,95.76338669050133,31
Hambantota,2010,8,595.7500000000001,543.38,91.20939991607216,31
Hambantota,2010,9,571.2300000000002,509.91000000000014,89.2652696812142,30
Hambantota,2010,10,619.49,551.66,89.05067071300586,31
Hambantota,2010,11,489.79999999999995,370.15999999999997,75.57370355247039,30
Hambantota,2010,12,435.79,259.59000000000003,59.567681681543874,31
Hambantota,2011,1,491.3999999999999,396.32,80.65120065120067,31
Hambantota,2011,2,497.66999999999996,410.69,82.52255510679768,28
Hambantota,2011,3,671.21,660.7800000000001,98.44608989734958,31
Hambantota,2011,4,613.3200000000002,579.4900000000001,94.48411921998304,30
Hambantota,2011,5,667.88,667.88,100.0,31
Hambantota,2011,6,639.1300000000001,639.1300000000001,100.0,30
Hambantota,2011,7,624.2500000000001,624.2500000000001,100.0,31
Hambantota,2011,8,624.41,597.2799999999999,95.65509841290176,31
Hambantota,2011,9,639.34,618.58,96.75290142959928,30
Hambantota,2011,10,605.56,560.35,92.53418323535242,31
Hambantota,2011,11,492.01,359.79999999999995,73.12859494725717,30
Hambantota,2011,12,499.60000000000014,422.9500000000001,84.65772618094475,31
Hambantota,2012,1,636.7099999999999,636.7099999999999,100.0,31
Hambantota,2012,2,599.91,561.29,93.5623676884866,29
Hambantota,2012,3,712.6900000000003,712.6900000000003,100.0,31
Hambantota,2012,4,602.33,591.4000000000001,98.18538010725018,30
Hambantota,2012,5,707.29,707.29,100.0,31
Hambantota,2012,6,592.1400000000001,578.83,97.75222075860437,30
Hambantota,2012,7,652.2300000000001,652.2300000000001,100.0,31
Hambantota,2012,8,641.99,627.16,97.68999517126434,31
Hambantota,2012,9,608.1900000000002,597.6200000000001,98.26205626531181,30
Hambantota,2012,10,554.28,451.61,81.47687089557624,31
Hambantota,2012,11,507.45000000000005,411.09000000000003,81.01093703813184,30
Hambantota,2012,12,498.59,358.16,71.83457349726228,31
Hambantota,2013,1,540.1800000000001,427.03000000000003,79.05327853678403,31
Hambantota,2013,2,560.84,532.76,94.99322444904071,28
Hambantota,2013,3,652.14,646.3199999999999,99.10755359278681,31
Hambantota,2013,4,662.8,662.8,100.0,30
Hambantota,2013,5,607.45,527.98,86.9174417647543,31
Hambantota,2013,6,546.99,485.10000000000014,88.68535073767347,30
Hambantota,2013,7,620.6399999999999,620.6399999999999,100.0,31
Hambantota,2013,8,672.1999999999999,672.1999999999999,100.0,31
Hambantota,2013,9,600.9800000000002,590.6200000000002,98.27614895670405,30
Hambantota,2013,10,615.49,562.93,91.46046239581472,31
Hambantota,2013,11,565.4300000000001,537.2700000000001,95.01971950550909,30
Hambantota,2013,12,504.68000000000006,417.40999999999997,82.70785448204802,31
Hambantota,2014,1,610.0400000000001,558.1600000000001,91.49563963018818,31
Hambantota,2014,2,654.4,654.4,100.0,28
Hambantota,2014,3,751.5500000000001,737.2900000000001,98.10258798483135,31
Hambantota,2014,4,660.7399999999999,646.18,97.79641008566153,30
Hambantota,2014,5,625.28,605.3699999999999,96.81582650972364,31
Hambantota,2014,6,608.0,578.4900000000001,95.1463815789474,30
Hambantota,2014,7,643.7800000000002,629.4000000000002,97.76631768616608,31
Hambantota,2014,8,627.9000000000001,602.3400000000001,95.92928810320116,31
Hambantota,2014,9,638.6300000000001,638.6300000000001,100.0,30
Hambantota,2014,10,560.8800000000002,514.6500000000001,91.75759520753101,31
Hambantota,2014,11,486.3999999999999,396.66999999999996,81.55222039473685,30
Hambantota,2014,12,432.51000000000005,329.32,76.14159210191671,31
Hambantota,2015,1,616.23,590.1500000000001,95.76781396556481,31
Hambantota,2015,2,599.73,599.73,100.0,28
Hambantota,2015,3,723.93,702.8499999999999,97.08811625433398,31
Hambantota,2015,4,632.5299999999999,604.5399999999998,95.57491344284065,30
Hambantota,2015,5,626.5600000000002,612.5800000000002,97.76876915219611,31
Hambantota,2015,6,616.3799999999999,588.3399999999999,95.45085823680198,30
Hambantota,2015,7,646.0300000000001,618.46,95.73239632834388,31
Hambantota,2015,8,648.1600000000002,634.3300000000002,97.86626758824981,31
Hambantota,2015,9,556.73,511.92,91.95121513121262,30
Hambantota,2015,10,544.39,445.78000000000003,81.88614779845332,31
Hambantota,2015,11,488.29000000000013,354.22,72.54295603022793,30
Hambantota,2015,12,519.9899999999999,407.17,78.30342891209449,31
Hambantota,2016,1,639.4,639.4,100.0,31
Hambantota,2016,2,616.5800000000002,608.6200000000001,98.70900775244088,29
Hambantota,2016,3,748.9599999999999,748.9599999999999,100.0,31
Hambantota,2016,4,666.05,666.05,100.0,30
Hambantota,2016,5,527.4899999999999,430.0399999999999,81.52571612731995,31
Hambantota,2016,6,584.36,569.63,97.47929358614552,30
Hambantota,2016,7,639.0999999999999,611.91,95.74557972148334,31
Hambantota,2016,8,671.76,644.03,95.87203763248779,31
Hambantota,2016,9,662.11,662.11,100.0,30
Hambantota,2016,10,662.4699999999998,662.4699999999998,100.0,31
Hambantota,2016,11,472.73,378.81999999999994,80.13453768535949,30
Hambantota,2016,12,587.6099999999999,557.9999999999999,94.96094348292235,31
Hambantota,2017,1,594.88,513.54,86.32665411511566,31
Hambantota,2017,2,581.7199999999999,523.0699999999998,89.91782988379288,28
Hambantota,2017,3,667.5000000000002,659.2000000000003,98.7565543071161,31
Hambantota,2017,4,681.1399999999999,681.1399999999999,100.0,30
Hambantota,2017,5,623.94,587.6800000000001,94.18854377023432,31
Hambantota,2017,6,590.8699999999999,569.3299999999999,96.35452806877994,30
Hambantota,2017,7,638.26,638.26,100.0,31
Hambantota,2017,8,637.9200000000002,624.9600000000002,97.96839729119638,31
Hambantota,2017,9,578.5,544.3599999999999,94.09853068280033,30
Hambantota,2017,10,612.5199999999999,572.11,93.40266440279504,31
Hambantota,2017,11,435.24,345.78,79.44582299421008,30
Hambantota,2017,12,538.76,454.75999999999993,84.40864206696858,31
Hambantota,2018,1,597.16,538.31,90.14501976019827,31
Hambantota,2018,2,591.27,591.27,100.0,28
Hambantota,2018,3,630.11,580.96,92.19977464252274,31
Hambantota,2018,4,592.8399999999999,552.7799999999999,93.2426961743472,30
Hambantota,2018,5,518.5099999999999,457.24999999999994,88.18537733119902,31
Hambantota,2018,6,579.9299999999998,579.9299999999998,100.0,30
Hambantota,2018,7,646.8400000000001,646.8400000000001,100.0,31
Hambantota,2018,8,655.94,655.94,100.0,31
Hambantota,2018,9,653.14,653.14,100.0,30
Hambantota,2018,10,555.6100000000001,498.9400000000001,89.80039956084303,31
Hambantota,2018,11,510.09999999999997,438.71999999999997,86.00666535973338,30
Hambantota,2018,12,545.4199999999998,492.43,90.28455135491917,31
Hambantota,2019,1,633.03,621.9599999999999,98.25126771243067,31
Hambantota,2019,2,577.7900000000001,565.0600000000001,97.7967773758632,28
Hambantota,2019,3,699.6399999999999,699.6399999999999,100.0,31
Hambantota,2019,4,607.0299999999999,560.4499999999999,92.3265736454541,30
Hambantota,2019,5,630.1399999999999,602.9199999999998,95.68032500714126,31
Hambantota,2019,6,571.35,544.1800000000001,95.24459613196815,30
Hambantota,2019,7,611.6400000000001,601.9200000000001,98.41082989994113,31
Hambantota,2019,8,530.43,424.0,79.93514695624306,31
Hambantota,2019,9,534.0499999999998,488.9,91.54573541803204,30
Hambantota,2019,10,491.25000000000006,375.79999999999995,76.49872773536894,31
Hambantota,2019,11,535.0400000000001,444.42999999999995,83.06481758373204,30
Hambantota,2019,12,500.59,382.00000000000006,76.30995425398032,31
Hambantota,2020,1,646.4300000000001,632.64,97.86674504586729,31
Hambantota,2020,2,646.8,633.28,97.90970933828078,29
Hambantota,2020,3,732.2499999999999,732.2499999999999,100.0,31
Hambantota,2020,4,645.9799999999999,633.1999999999999,98.02161057617883,30
Hambantota,2020,5,586.5100000000001,547.8200000000002,93.40335203150842,31
Hambantota,2020,6,592.7,552.09,93.14830436983297,30
Hambantota,2020,7,559.61,514.9399999999999,92.01765515269561,31
Hambantota,2020,8,632.8599999999999,600.9899999999999,94.9641310874443,31
Hambantota,2020,9,532.2200000000001,443.91000000000014,83.40723760850777,30
Hambantota,2020,10,668.5899999999997,668.5899999999997,100.0,31
Hambantota,2020,11,534.8100000000001,461.13,86.22314466819991,30
Hambantota,2020,12,538.24,463.65999999999997,86.14372770511295,31
Hambantota,2021,1,511.31,388.30000000000007,75.94218771391134,31
Hambantota,2021,2,595.07,570.2400000000001,95.82738165257871,28
Hambantota,2021,3,595.6800000000001,521.98,87.62758528068761,31
Hambantota,2021,4,653.8699999999999,626.52,95.81721137229114,30
Hambantota,2021,5,594.45,551.3299999999999,92.74623601648581,31
Hambantota,2021,6,617.2800000000001,602.7900000000001,97.65260497667185,30
Hambantota,2021,7,609.7000000000002,567.67,93.10644579301292,31
Hambantota,2021,8,614.99,568.3199999999999,92.41125871965397,31
Hambantota,2021,9,614.6199999999999,590.3599999999999,96.05284566073347,30
Hambantota,2021,10,589.1400000000001,531.01,90.13307533014222,31
